time,x,y,z,mag,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2,lagZ0,lagZ1,lagZ2,activity,name
1672332713374049300,0.024782670661807,-0.0536153092980384,-0.0175711885094642,0.0616240928687071,0.024782670661807,,,-0.0536153092980384,,,-0.0175711885094642,,,lying,karol
1672332713384049300,0.024782670661807,-0.0536153092980384,-0.0175711885094642,0.0616240928687071,0.024782670661807,0.024782670661807,,-0.0536153092980384,-0.0536153092980384,,-0.0175711885094642,-0.0175711885094642,,lying,karol
1672332713394049300,0.024782670661807,-0.0536153092980384,-0.0175711885094642,0.0616240928687071,0.024782670661807,0.024782670661807,0.024782670661807,-0.0536153092980384,-0.0536153092980384,-0.0536153092980384,-0.0175711885094642,-0.0175711885094642,-0.0175711885094642,lying,karol
1672332713404049300,0.024782670661807,-0.0536153092980384,-0.0175711885094642,0.0616240928687071,0.024782670661807,0.024782670661807,0.024782670661807,-0.0536153092980384,-0.0536153092980384,-0.0536153092980384,-0.0175711885094642,-0.0175711885094642,-0.0175711885094642,lying,karol
1672332713414049300,0.024782670661807,-0.0536153092980384,-0.0175711885094642,0.0616240928687071,0.024782670661807,0.024782670661807,0.024782670661807,-0.0536153092980384,-0.0536153092980384,-0.0536153092980384,-0.0175711885094642,-0.0175711885094642,-0.0175711885094642,lying,karol
1672332713424049300,0.024782670661807,-0.0536153092980384,-0.0175711885094642,0.0616240928687071,0.024782670661807,0.024782670661807,0.024782670661807,-0.0536153092980384,-0.0536153092980384,-0.0536153092980384,-0.0175711885094642,-0.0175711885094642,-0.0175711885094642,lying,karol
1672332713434049300,0.1212094854968216,-0.1797888377474397,-0.1646852889192195,0.2722811229949411,0.1212094854968216,0.024782670661807,0.024782670661807,-0.1797888377474397,-0.0536153092980384,-0.0536153092980384,-0.1646852889192195,-0.0175711885094642,-0.0175711885094642,lying,karol
1672332713444049300,0.1584213136526117,-0.1907422039275787,-0.2063617086103792,0.3225911588360169,0.1584213136526117,0.1212094854968216,0.024782670661807,-0.1907422039275787,-0.1797888377474397,-0.0536153092980384,-0.2063617086103792,-0.1646852889192195,-0.0175711885094642,lying,karol
1672332713454049300,0.1269403006490398,-0.1856653835880393,-0.2686527630031573,0.3503709201132323,0.1269403006490398,0.1584213136526117,0.1212094854968216,-0.1856653835880393,-0.1907422039275787,-0.1797888377474397,-0.2686527630031573,-0.2063617086103792,-0.1646852889192195,lying,karol
1672332713464049300,0.067057858019319,-0.2071425234043978,-0.3451397067832424,0.4080762165611998,0.067057858019319,0.1269403006490398,0.1584213136526117,-0.2071425234043978,-0.1856653835880393,-0.1907422039275787,-0.3451397067832424,-0.2686527630031573,-0.2063617086103792,lying,karol
1672332713474049300,0.0045967051720252,-0.2464616104207618,-0.4295881469071131,0.4952882302990061,0.0045967051720252,0.067057858019319,0.1269403006490398,-0.2464616104207618,-0.2071425234043978,-0.1856653835880393,-0.4295881469071131,-0.3451397067832424,-0.2686527630031573,lying,karol
1672332713484049300,-0.0628729229341818,-0.1977818993383252,-0.5474839488694622,0.585499238610831,-0.0628729229341818,0.0045967051720252,0.067057858019319,-0.1977818993383252,-0.2464616104207618,-0.2071425234043978,-0.5474839488694622,-0.4295881469071131,-0.3451397067832424,lying,karol
1672332713494049300,-0.1543810514574178,-0.2371149965533808,-0.6053145711073131,0.668178689150169,-0.1543810514574178,-0.0628729229341818,0.0045967051720252,-0.2371149965533808,-0.1977818993383252,-0.2464616104207618,-0.6053145711073131,-0.5474839488694622,-0.4295881469071131,lying,karol
1672332713504049300,-0.2334523558319345,-0.3571408176334265,-0.607215006810002,0.7421318148136645,-0.2334523558319345,-0.1543810514574178,-0.0628729229341818,-0.3571408176334265,-0.2371149965533808,-0.1977818993383252,-0.607215006810002,-0.6053145711073131,-0.5474839488694622,lying,karol
1672332713514049300,-0.3471856862464193,-0.3643914620296252,-0.6679443754915957,0.8363424699758721,-0.3471856862464193,-0.2334523558319345,-0.1543810514574178,-0.3643914620296252,-0.3571408176334265,-0.2371149965533808,-0.6679443754915957,-0.607215006810002,-0.6053145711073131,lying,karol
1672332713524049300,-0.4623160700365017,-0.4708202692937107,-0.7776327636899013,1.0198630249968823,-0.4623160700365017,-0.3471856862464193,-0.2334523558319345,-0.4708202692937107,-0.3643914620296252,-0.3571408176334265,-0.7776327636899013,-0.6679443754915957,-0.607215006810002,lying,karol
1672332713534049300,-0.5918434777871571,-0.5292056209029092,-0.8675300476846262,1.175987106659814,-0.5918434777871571,-0.4623160700365017,-0.3471856862464193,-0.5292056209029092,-0.4708202692937107,-0.3643914620296252,-0.8675300476846262,-0.7776327636899013,-0.6679443754915957,lying,karol
1672332713544049300,-0.6992930920583174,-0.5521789694945869,-0.981606388251455,1.3256936087982971,-0.6992930920583174,-0.5918434777871571,-0.4623160700365017,-0.5521789694945869,-0.5292056209029092,-0.4708202692937107,-0.981606388251455,-0.8675300476846262,-0.7776327636899013,lying,karol
1672332713554049300,-0.7464138031887487,-0.5227929095762422,-1.1584061958677905,1.4738897199311658,-0.7464138031887487,-0.6992930920583174,-0.5918434777871571,-0.5227929095762422,-0.5521789694945869,-0.5292056209029092,-1.1584061958677905,-0.981606388251455,-0.8675300476846262,lying,karol
1672332713564049300,-0.8118281844421387,-0.4095526784904158,-1.2415587464207758,1.5389173201726016,-0.8118281844421387,-0.7464138031887487,-0.6992930920583174,-0.4095526784904158,-0.5227929095762422,-0.5521789694945869,-1.2415587464207758,-1.1584061958677905,-0.981606388251455,lying,karol
1672332713574049300,-0.8802152777919706,-0.2200493912837682,-1.2576420682259273,1.550762471055558,-0.8802152777919706,-0.8118281844421387,-0.7464138031887487,-0.2200493912837682,-0.4095526784904158,-0.5227929095762422,-1.2576420682259273,-1.2415587464207758,-1.1584061958677905,lying,karol
1672332713584049300,-1.0513856408014262,-0.4470070993656817,-1.3823497602131587,1.793353833499715,-1.0513856408014262,-0.8802152777919706,-0.8118281844421387,-0.4470070993656817,-0.2200493912837682,-0.4095526784904158,-1.3823497602131587,-1.2576420682259273,-1.2415587464207758,lying,karol
1672332713594049300,-1.4688617962889057,-1.0212108641187283,-1.6190943430575129,2.412859941503449,-1.4688617962889057,-1.0513856408014262,-0.8802152777919706,-1.0212108641187283,-0.4470070993656817,-0.2200493912837682,-1.6190943430575129,-1.3823497602131587,-1.2576420682259273,lying,karol
1672332713604049300,-1.5406704832812397,-0.0777669877520131,-1.4995536590888885,2.151365710176897,-1.5406704832812397,-1.4688617962889057,-1.0513856408014262,-0.0777669877520131,-1.0212108641187283,-0.4470070993656817,-1.4995536590888885,-1.6190943430575129,-1.3823497602131587,lying,karol
1672332713614049300,-1.371619823783594,1.0870141606231998,-1.2724497137364947,2.163808910319852,-1.371619823783594,-1.5406704832812397,-1.4688617962889057,1.0870141606231998,-0.0777669877520131,-1.0212108641187283,-1.2724497137364947,-1.4995536590888885,-1.6190943430575129,lying,karol
1672332713624049300,-1.1651634621158482,1.0003764974282126,-0.9746361088351688,1.8188662882966105,-1.1651634621158482,-1.371619823783594,-1.5406704832812397,1.0003764974282126,1.0870141606231998,-0.0777669877520131,-0.9746361088351688,-1.2724497137364947,-1.4995536590888885,lying,karol
1672332713634049300,-0.7695653559565283,0.7045277788869303,-0.4812922849184802,1.1490137039365114,-0.7695653559565283,-1.1651634621158482,-1.371619823783594,0.7045277788869303,1.0003764974282126,1.0870141606231998,-0.4812922849184802,-0.9746361088351688,-1.2724497137364947,lying,karol
1672332713644049300,-0.3139881969818893,0.3608373212080312,-0.1181078684132942,0.4926881658835106,-0.3139881969818893,-0.7695653559565283,-1.1651634621158482,0.3608373212080312,0.7045277788869303,1.0003764974282126,-0.1181078684132942,-0.4812922849184802,-0.9746361088351688,lying,karol
1672332713654049300,0.120788704401285,0.0895600372706325,0.1243752115671341,0.1951412427941041,0.120788704401285,-0.3139881969818893,-0.7695653559565283,0.0895600372706325,0.3608373212080312,0.7045277788869303,0.1243752115671341,-0.1181078684132942,-0.4812922849184802,lying,karol
1672332713664049300,0.4804743442764974,-0.0026993635006838,0.2569990468652072,0.5448957626563671,0.4804743442764974,0.120788704401285,-0.3139881969818893,-0.0026993635006838,0.0895600372706325,0.3608373212080312,0.2569990468652072,0.1243752115671341,-0.1181078684132942,lying,karol
1672332713674049300,0.689164549175835,-0.0013557185681166,0.295856719569838,0.7499872081097075,0.689164549175835,0.4804743442764974,0.120788704401285,-0.0013557185681166,-0.0026993635006838,0.0895600372706325,0.295856719569838,0.2569990468652072,0.1243752115671341,lying,karol
1672332713684049300,0.8031817670746243,0.0306180943393751,0.3498529773024734,0.8766045427611563,0.8031817670746243,0.689164549175835,0.4804743442764974,0.0306180943393751,-0.0013557185681166,-0.0026993635006838,0.3498529773024734,0.295856719569838,0.2569990468652072,lying,karol
1672332713694049300,0.9160228299857583,0.0343386928198452,0.464100917438181,1.0274563895595057,0.9160228299857583,0.8031817670746243,0.689164549175835,0.0343386928198452,0.0306180943393751,-0.0013557185681166,0.464100917438181,0.3498529773024734,0.295856719569838,lying,karol
1672332713704049300,0.9485106405662104,-0.0286748981158973,0.4597507546122161,1.0544503029615866,0.9485106405662104,0.9160228299857583,0.8031817670746243,-0.0286748981158973,0.0343386928198452,0.0306180943393751,0.4597507546122161,0.464100917438181,0.3498529773024734,lying,karol
1672332713714049300,0.9679209977171764,-0.1326143364041009,0.4439515472755287,1.0731032552229305,0.9679209977171764,0.9485106405662104,0.9160228299857583,-0.1326143364041009,-0.0286748981158973,0.0343386928198452,0.4439515472755287,0.4597507546122161,0.464100917438181,lying,karol
1672332713724049300,0.9897159710916994,-0.2126862874731171,0.3291740004936948,1.064485172707495,0.9897159710916994,0.9679209977171764,0.9485106405662104,-0.2126862874731171,-0.1326143364041009,-0.0286748981158973,0.3291740004936948,0.4439515472755287,0.4597507546122161,lying,karol
1672332713734049300,0.998469172336906,-0.2644435621618338,0.2001701245287974,1.052111764229381,0.998469172336906,0.9897159710916994,0.9679209977171764,-0.2644435621618338,-0.2126862874731171,-0.1326143364041009,0.2001701245287974,0.3291740004936948,0.4439515472755287,lying,karol
1672332713744049300,0.9976584130026817,-0.2847573360056082,0.1096783650440169,1.0432825088166524,0.9976584130026817,0.998469172336906,0.9897159710916994,-0.2847573360056082,-0.2644435621618338,-0.2126862874731171,0.1096783650440169,0.2001701245287974,0.3291740004936948,lying,karol
1672332713754049300,0.999259547948955,-0.3105356396712594,0.0879743015524925,1.0500911890911364,0.999259547948955,0.9976584130026817,0.998469172336906,-0.3105356396712594,-0.2847573360056082,-0.2644435621618338,0.0879743015524925,0.1096783650440169,0.2001701245287974,lying,karol
1672332713764049300,1.0191398924063957,-0.3554311656395325,0.1462191059608215,1.089200376767277,1.0191398924063957,0.999259547948955,0.9976584130026817,-0.3554311656395325,-0.3105356396712594,-0.2847573360056082,0.1462191059608215,0.0879743015524925,0.1096783650440169,lying,karol
1672332713774049300,1.017602723754316,-0.4168560935830784,0.1832679044458581,1.1148414375818307,1.017602723754316,1.0191398924063957,0.999259547948955,-0.4168560935830784,-0.3554311656395325,-0.3105356396712594,0.1832679044458581,0.1462191059608215,0.0879743015524925,lying,karol
1672332713784049300,0.9551137448008348,-0.5001864853808421,0.2011463581352223,1.0967628016377,0.9551137448008348,1.017602723754316,1.0191398924063957,-0.5001864853808421,-0.4168560935830784,-0.3554311656395325,0.2011463581352223,0.1832679044458581,0.1462191059608215,lying,karol
1672332713794049300,0.8417490097800708,-0.5134858622811038,0.1983585993129033,1.005761035310911,0.8417490097800708,0.9551137448008348,1.017602723754316,-0.5134858622811038,-0.5001864853808421,-0.4168560935830784,0.1983585993129033,0.2011463581352223,0.1832679044458581,lying,karol
1672332713804049300,0.6387693459685401,-0.509024398137549,0.1758097505883245,0.8354885897786393,0.6387693459685401,0.8417490097800708,0.9551137448008348,-0.509024398137549,-0.5134858622811038,-0.5001864853808421,0.1758097505883245,0.1983585993129033,0.2011463581352223,lying,karol
1672332713814049300,0.4597523600811762,-0.4894161831227307,0.1573933951709344,0.6896905927632099,0.4597523600811762,0.6387693459685401,0.8417490097800708,-0.4894161831227307,-0.509024398137549,-0.5134858622811038,0.1573933951709344,0.1758097505883245,0.1983585993129033,lying,karol
1672332713824049300,0.2922631438576478,-0.4462353844529089,0.1420601984702422,0.552018897851148,0.2922631438576478,0.4597523600811762,0.6387693459685401,-0.4462353844529089,-0.4894161831227307,-0.509024398137549,0.1420601984702422,0.1573933951709344,0.1758097505883245,lying,karol
1672332713834049300,0.1340696253198227,-0.4229561726063099,0.1351428028736106,0.4638212646566691,0.1340696253198227,0.2922631438576478,0.4597523600811762,-0.4229561726063099,-0.4462353844529089,-0.4894161831227307,0.1351428028736106,0.1420601984702422,0.1573933951709344,lying,karol
1672332713844049300,-0.0103244090426535,-0.4006959004413926,0.1296623991700591,0.4212791661252122,-0.0103244090426535,0.1340696253198227,0.2922631438576478,-0.4006959004413926,-0.4229561726063099,-0.4462353844529089,0.1296623991700591,0.1351428028736106,0.1420601984702422,lying,karol
1672332713854049300,-0.1211455569145979,-0.3446429616688186,0.1139959356259488,0.382687980379889,-0.1211455569145979,-0.0103244090426535,0.1340696253198227,-0.3446429616688186,-0.4006959004413926,-0.4229561726063099,0.1139959356259488,0.1296623991700591,0.1351428028736106,lying,karol
1672332713864049300,-0.2363833740396324,-0.2600769636575902,0.102284663631296,0.3660318004789742,-0.2363833740396324,-0.1211455569145979,-0.0103244090426535,-0.2600769636575902,-0.3446429616688186,-0.4006959004413926,0.102284663631296,0.1139959356259488,0.1296623991700591,lying,karol
1672332713874049300,-0.4074259193725351,-0.1399236359561693,0.1528132110592842,0.4570846542490783,-0.4074259193725351,-0.2363833740396324,-0.1211455569145979,-0.1399236359561693,-0.2600769636575902,-0.3446429616688186,0.1528132110592842,0.102284663631296,0.1139959356259488,lying,karol
1672332713884049300,-0.608150160566776,-0.0529544598751266,0.1884522054925737,0.6388779432513514,-0.608150160566776,-0.4074259193725351,-0.2363833740396324,-0.0529544598751266,-0.1399236359561693,-0.2600769636575902,0.1884522054925737,0.1528132110592842,0.102284663631296,lying,karol
1672332713894049300,-0.8777417713066216,-0.0139263474352499,0.1697268820130634,0.8941094869909665,-0.8777417713066216,-0.608150160566776,-0.4074259193725351,-0.0139263474352499,-0.0529544598751266,-0.1399236359561693,0.1697268820130634,0.1884522054925737,0.1528132110592842,lying,karol
1672332713904049300,-0.968012221012856,-0.0072753717237787,0.1139044616414848,0.9747178142651328,-0.968012221012856,-0.8777417713066216,-0.608150160566776,-0.0072753717237787,-0.0139263474352499,-0.0529544598751266,0.1139044616414848,0.1697268820130634,0.1884522054925737,lying,karol
1672332713914049300,-0.8927176953941894,-0.0477242141801058,-0.1089206039047779,0.9006032324192508,-0.8927176953941894,-0.968012221012856,-0.8777417713066216,-0.0477242141801058,-0.0072753717237787,-0.0139263474352499,-0.1089206039047779,0.1139044616414848,0.1697268820130634,lying,karol
1672332713924049300,-0.7860951971520422,-0.026551056511719,-0.1723388208116773,0.8052026370710395,-0.7860951971520422,-0.8927176953941894,-0.968012221012856,-0.026551056511719,-0.0477242141801058,-0.0072753717237787,-0.1723388208116773,-0.1089206039047779,0.1139044616414848,lying,karol
1672332713934049300,-0.6372729401390532,0.1713678424022447,-0.1392849989872036,0.6744509237786981,-0.6372729401390532,-0.7860951971520422,-0.8927176953941894,0.1713678424022447,-0.026551056511719,-0.0477242141801058,-0.1392849989872036,-0.1723388208116773,-0.1089206039047779,lying,karol
1672332713944049300,-0.4372049879439739,0.1880409923151015,-0.1236848519280667,0.4917372864349482,-0.4372049879439739,-0.6372729401390532,-0.7860951971520422,0.1880409923151015,0.1713678424022447,-0.026551056511719,-0.1236848519280667,-0.1392849989872036,-0.1723388208116773,lying,karol
1672332713954049300,-0.184156792183103,0.0931814293308149,-0.1171347972597033,0.2373121648975797,-0.184156792183103,-0.4372049879439739,-0.6372729401390532,0.0931814293308149,0.1880409923151015,0.1713678424022447,-0.1171347972597033,-0.1236848519280667,-0.1392849989872036,lying,karol
1672332713964049300,-0.0148438809996665,0.0635950790410388,-0.105768416476814,0.1243045968795242,-0.0148438809996665,-0.184156792183103,-0.4372049879439739,0.0635950790410388,0.0931814293308149,0.1880409923151015,-0.105768416476814,-0.1171347972597033,-0.1236848519280667,lying,karol
1672332713974049300,0.094331059529706,0.0511862782406856,-0.08812619358701,0.1388690385516692,0.094331059529706,-0.0148438809996665,-0.184156792183103,0.0511862782406856,0.0635950790410388,0.0931814293308149,-0.08812619358701,-0.105768416476814,-0.1171347972597033,lying,karol
1672332713984049300,0.1004344857263722,0.0283211658894226,-0.0579608186325711,0.1193676290164752,0.1004344857263722,0.094331059529706,-0.0148438809996665,0.0283211658894226,0.0511862782406856,0.0635950790410388,-0.0579608186325711,-0.08812619358701,-0.105768416476814,lying,karol
1672332713994049300,0.1015391236515702,0.0088827335381211,-0.0212114772373392,0.1041106303584234,0.1015391236515702,0.1004344857263722,0.094331059529706,0.0088827335381211,0.0283211658894226,0.0511862782406856,-0.0212114772373392,-0.0579608186325711,-0.08812619358701,lying,karol
1672332714004049300,0.1322308758520159,0.014605558365765,0.0041223611411706,0.1330989133131644,0.1322308758520159,0.1015391236515702,0.1004344857263722,0.014605558365765,0.0088827335381211,0.0283211658894226,0.0041223611411706,-0.0212114772373392,-0.0579608186325711,lying,karol
1672332714014049300,0.1913103935887959,0.0313535267192816,0.0192428616954143,0.1948152921591771,0.1913103935887959,0.1322308758520159,0.1015391236515702,0.0313535267192816,0.014605558365765,0.0088827335381211,0.0192428616954143,0.0041223611411706,-0.0212114772373392,lying,karol
1672332714024049300,0.2658642066368428,0.1097600065327846,0.0222544050720817,0.2884896773713525,0.2658642066368428,0.1913103935887959,0.1322308758520159,0.1097600065327846,0.0313535267192816,0.014605558365765,0.0222544050720817,0.0192428616954143,0.0041223611411706,lying,karol
1672332714034049300,0.3021535203988512,0.1593979107345735,0.0265343060265106,0.3426492568681196,0.3021535203988512,0.2658642066368428,0.1913103935887959,0.1593979107345735,0.1097600065327846,0.0313535267192816,0.0265343060265106,0.0222544050720817,0.0192428616954143,lying,karol
1672332714044049300,0.2561410075994534,0.0835211423563992,0.052717833997314,0.2745235272539487,0.2561410075994534,0.3021535203988512,0.2658642066368428,0.0835211423563992,0.1593979107345735,0.1097600065327846,0.052717833997314,0.0265343060265106,0.0222544050720817,lying,karol
1672332714054049300,0.2048312319107034,0.0103917607463622,0.0996255335653978,0.2280111163861451,0.2048312319107034,0.2561410075994534,0.3021535203988512,0.0103917607463622,0.0835211423563992,0.1593979107345735,0.0996255335653978,0.052717833997314,0.0265343060265106,lying,karol
1672332714064049300,0.1622326906660724,-0.0357588369202195,0.1950852673473555,0.256235052002316,0.1622326906660724,0.2048312319107034,0.2561410075994534,-0.0357588369202195,0.0103917607463622,0.0835211423563992,0.1950852673473555,0.0996255335653978,0.052717833997314,lying,karol
1672332714074049300,0.1657906300691007,-0.0361042446988479,0.2140923303072196,0.2731768207596672,0.1657906300691007,0.1622326906660724,0.2048312319107034,-0.0361042446988479,-0.0357588369202195,0.0103917607463622,0.2140923303072196,0.1950852673473555,0.0996255335653978,lying,karol
1672332714084049300,0.2672250032318808,0.0256968181057088,0.1593542511853332,0.3121911372602926,0.2672250032318808,0.1657906300691007,0.1622326906660724,0.0256968181057088,-0.0361042446988479,-0.0357588369202195,0.1593542511853332,0.2140923303072196,0.1950852673473555,lying,karol
1672332714094049300,0.3514770983025144,0.0227658620516065,0.1491623784738411,0.3824968630695964,0.3514770983025144,0.2672250032318808,0.1657906300691007,0.0227658620516065,0.0256968181057088,-0.0361042446988479,0.1491623784738411,0.1593542511853332,0.2140923303072196,lying,karol
1672332714104049300,0.4191135347275433,-0.0385067072738483,0.1590686541869726,0.4499352822815123,0.4191135347275433,0.3514770983025144,0.2672250032318808,-0.0385067072738483,0.0227658620516065,0.0256968181057088,0.1590686541869726,0.1491623784738411,0.1593542511853332,lying,karol
1672332714114049300,0.4999072865227729,-0.0154166907869717,0.1766938935335929,0.5304391590799491,0.4999072865227729,0.4191135347275433,0.3514770983025144,-0.0154166907869717,-0.0385067072738483,0.0227658620516065,0.1766938935335929,0.1590686541869726,0.1491623784738411,lying,karol
1672332714124049300,0.5789979414117636,0.0828570256133587,0.1987166603518759,0.6177315063633679,0.5789979414117636,0.4999072865227729,0.4191135347275433,0.0828570256133587,-0.0154166907869717,-0.0385067072738483,0.1987166603518759,0.1766938935335929,0.1590686541869726,lying,karol
1672332714134049300,0.6078596073831141,0.1583677689838604,0.1813448480833703,0.6538039510948673,0.6078596073831141,0.5789979414117636,0.4999072865227729,0.1583677689838604,0.0828570256133587,-0.0154166907869717,0.1813448480833703,0.1987166603518759,0.1766938935335929,lying,karol
1672332714144049300,0.6208546779428262,0.2084757473947384,0.1502342127599154,0.671932278625515,0.6208546779428262,0.6078596073831141,0.5789979414117636,0.2084757473947384,0.1583677689838604,0.0828570256133587,0.1502342127599154,0.1813448480833703,0.1987166603518759,lying,karol
1672332714154049300,0.5657684984763607,0.1489194126598594,0.1498057395219802,0.6039145178987508,0.5657684984763607,0.6208546779428262,0.6078596073831141,0.1489194126598594,0.2084757473947384,0.1583677689838604,0.1498057395219802,0.1502342127599154,0.1813448480833703,lying,karol
1672332714164049300,0.4539505302035449,0.0501508321166841,0.1497869817544655,0.480647822981846,0.4539505302035449,0.5657684984763607,0.6208546779428262,0.0501508321166841,0.1489194126598594,0.2084757473947384,0.1497869817544655,0.1498057395219802,0.1502342127599154,lying,karol
1672332714174049300,0.3442232541268631,-0.0118246989970328,0.1192054869392257,0.3644714259094604,0.3442232541268631,0.4539505302035449,0.5657684984763607,-0.0118246989970328,0.0501508321166841,0.1489194126598594,0.1192054869392257,0.1497869817544655,0.1498057395219802,lying,karol
1672332714184049300,0.233460522455524,-0.0370026285217736,0.0768328809231731,0.2485483889581284,0.233460522455524,0.3442232541268631,0.4539505302035449,-0.0370026285217736,-0.0118246989970328,0.0501508321166841,0.0768328809231731,0.1192054869392257,0.1497869817544655,lying,karol
1672332714194049300,0.1249540805259005,-0.0078401039840605,0.0442262675461351,0.1327815959070249,0.1249540805259005,0.233460522455524,0.3442232541268631,-0.0078401039840605,-0.0370026285217736,-0.0118246989970328,0.0442262675461351,0.0768328809231731,0.1192054869392257,lying,karol
1672332714204049300,0.0492672356703323,0.0059183438422301,0.0259899482585308,0.0560157541671273,0.0492672356703323,0.1249540805259005,0.233460522455524,0.0059183438422301,-0.0078401039840605,-0.0370026285217736,0.0259899482585308,0.0442262675461351,0.0768328809231731,lying,karol
