time,q0,q1,q2,q3,activity,name
1670879180085657600,0.4895982660660637,-0.0125704404506643,0.311580837570318,0.037817025027085,standing,kasper
1670879180095657600,0.4905673200684526,-0.0122268944855349,0.309728393105956,0.0405723323465141,standing,kasper
1670879180105657600,0.4905708310901527,-0.0120757672516999,0.3094058182169083,0.0429872918991212,standing,kasper
1670879180115657600,0.4891502730422558,-0.0120406657303791,0.3113499840656684,0.0451888919472004,standing,kasper
1670879180125657600,0.4864749282853863,-0.0121700534685186,0.3152317664261386,0.0473559842962161,standing,kasper
1670879180135657600,0.4830565527618761,-0.012442674497063,0.3201061049204111,0.0499340927747311,standing,kasper
1670879180145657600,0.479451480669591,-0.0128112232257787,0.3250344040126846,0.0530858037580754,standing,kasper
1670879180155657600,0.4762799151101662,-0.0125318877109321,0.329103463015335,0.0568119987001612,standing,kasper
1670879180165657600,0.4743969525813997,-0.0107743257443018,0.3311056706614526,0.061261598892073,standing,kasper
1670879180175657600,0.473891448641558,-0.0074167827073264,0.3310021696818575,0.0661591642677481,standing,kasper
1670879180185657600,0.4748175314199707,-0.0023574698030159,0.3287759495601664,0.0710322177851145,standing,kasper
1670879180195657600,0.4769275672586677,0.0045236822745174,0.32478581975428,0.0754092021504266,standing,kasper
1670879180205657600,0.4791903442652016,0.0131209445334401,0.320441504602582,0.0790728937492292,standing,kasper
1670879180215657600,0.4808781591707423,0.0231976104172876,0.316758293225899,0.0818802046567201,standing,kasper
1670879180225657600,0.481899266368264,0.0340901295257799,0.3138975294142179,0.0836634935426595,standing,kasper
1670879180235657600,0.4829608996172112,0.0446919133177388,0.3109065861661631,0.0842848601738389,standing,kasper
1670879180245657600,0.4842380520722123,0.0536062711083125,0.3077884781532877,0.0836374803858226,standing,kasper
1670879180255657600,0.4854481333277986,0.0599969619152381,0.3053235282091486,0.0815858892403958,standing,kasper
1670879180265657600,0.486021586541042,0.0634452028475141,0.3046010884267478,0.0784126537974212,standing,kasper
1670879180275657600,0.4858002564487008,0.0638784659715206,0.3059489116197441,0.0743667268193942,standing,kasper
1670879180285657600,0.4847905213939804,0.0613458905920014,0.3093326889528289,0.0694902244436698,standing,kasper
1670879180295657600,0.4827501862132292,0.0563895066380011,0.3148625635206117,0.0638608569678862,standing,kasper
1670879180305657600,0.4790864410890032,0.0500414568684666,0.3229596738407652,0.0577012935975789,standing,kasper
1670879180315657600,0.4727473401834279,0.043795253310025,0.3344779156652667,0.0517765907572598,standing,kasper
1670879180325657600,0.4627524678847268,0.039565953091535,0.349908123836176,0.0473919473107933,standing,kasper
1670879180335657600,0.4511275283371637,0.037853268700784,0.3657941061680023,0.045361533707531,standing,kasper
