time,x,y,z,mag,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2,lagZ0,lagZ1,lagZ2,jerkMag,jerkX,jerkY,jerkZ,activity,name
1672727112821145600,-0.936994227876802,-0.6068564339764405,-0.4307342269685801,1.1965637838474246,-0.936994227876802,,,-0.6068564339764405,,,-0.4307342269685801,,,0.0062725771207773,0.0013774909125161,3.931441927162667e-05,0.0048557717889895,jogging,wiktor
1672727112831145600,-0.9894821486303644,-0.615723724348547,-0.5292813911996183,1.2799724287085297,-0.9894821486303644,-0.936994227876802,,-0.615723724348547,-0.6068564339764405,,-0.5292813911996183,-0.4307342269685801,,0.0080526325521116,0.0005332804676141,0.0071373005031047,0.0003820515813926,jogging,wiktor
1672727112841145600,-0.9568239041088294,-0.4962473626437748,-0.5569238072080872,1.21323433657316,-0.9568239041088294,-0.9894821486303644,-0.936994227876802,-0.4962473626437748,-0.615723724348547,-0.6068564339764405,-0.5569238072080872,-0.5292813911996183,-0.4307342269685801,0.0071504540271909,0.0002960125732881,0.0039543459202358,0.002900095533667,jogging,wiktor
1672727112851145600,-0.9324923372341656,-0.4073165364895569,-0.4807648217412755,1.1254259343565025,-0.9324923372341656,-0.9568239041088294,-0.9894821486303644,-0.4073165364895569,-0.4962473626437748,-0.615723724348547,-0.4807648217412755,-0.5569238072080872,-0.5292813911996183,0.0050547160849168,2.6502304761816377e-05,4.525864516681924e-05,0.0049829551349882,jogging,wiktor
1672727112861145600,-0.939772763699946,-0.4168305940011362,-0.3809354159032336,1.0963723740485911,-0.939772763699946,-0.9324923372341656,-0.9568239041088294,-0.4168305940011362,-0.4073165364895569,-0.4962473626437748,-0.3809354159032336,-0.4807648217412755,-0.5569238072080872,0.0029437453140009,0.0016757920619534,0.0009601057092839,0.0003078475427634,jogging,wiktor
1672727112871145600,-0.9976656313427478,-0.3730103769938244,-0.3561222120486932,1.1230745670800548,-0.9976656313427478,-0.939772763699946,-0.9324923372341656,-0.3730103769938244,-0.4168305940011362,-0.4073165364895569,-0.3561222120486932,-0.3809354159032336,-0.4807648217412755,0.0023590756342362,2.181758143234013e-05,9.87599603664178e-05,0.0022384980924374,jogging,wiktor
1672727112881145600,-0.9910599396405352,-0.3589561989412724,-0.4230325713727545,1.135784272281014,-0.9910599396405352,-0.9976656313427478,-0.939772763699946,-0.3589561989412724,-0.3730103769938244,-0.4168305940011362,-0.4230325713727545,-0.3561222120486932,-0.3809354159032336,0.0141840319329596,0.0100796907684875,0.0007642857988733,0.0033400553655986,jogging,wiktor
1672727112891145600,-1.1330436765154854,-0.3198592476822957,-0.5047645157470156,1.280970385128763,-1.1330436765154854,-0.9910599396405352,-0.9976656313427478,-0.3198592476822957,-0.3589561989412724,-0.3730103769938244,-0.5047645157470156,-0.4230325713727545,-0.3561222120486932,0.0123029463659388,0.0063705713912665,0.0004468687592718,0.0054855062154004,jogging,wiktor
1672727112901145600,-1.0201670058411028,-0.2899638045756325,-0.6095071165873653,1.2232410444967174,-1.0201670058411028,-1.1330436765154854,-0.9910599396405352,-0.2899638045756325,-0.3198592476822957,-0.3589561989412724,-0.6095071165873653,-0.5047645157470156,-0.4230325713727545,0.0437936905007476,0.0419192748098271,0.0009554183767483,0.0009189973141721,jogging,wiktor
1672727112911145600,-0.730618133248488,-0.3336769233558873,-0.6523789561600302,1.0347663737540984,-0.730618133248488,-1.0201670058411028,-1.1330436765154854,-0.3336769233558873,-0.2899638045756325,-0.3198592476822957,-0.6523789561600302,-0.6095071165873653,-0.5047645157470156,0.0049396560787447,0.0011721639441319,0.0015630593551708,0.0022044327794418,jogging,wiktor
1672727112921145600,-0.6821998733844247,-0.389588627947518,-0.5859796673168219,0.980075577075813,-0.6821998733844247,-0.730618133248488,-1.0201670058411028,-0.389588627947518,-0.3336769233558873,-0.2899638045756325,-0.5859796673168219,-0.6523789561600302,-0.6095071165873653,0.0144496212382774,0.0008581674657704,0.0039562324778823,0.0096352212946246,jogging,wiktor
1672727112931145600,-0.7236285462033913,-0.47854066533714,-0.4471616476318787,0.976008698923633,-0.7236285462033913,-0.6821998733844247,-0.730618133248488,-0.47854066533714,-0.389588627947518,-0.3336769233558873,-0.4471616476318787,-0.5859796673168219,-0.6523789561600302,0.0149706610503458,7.807740182964323e-07,0.0068912816772952,0.0080785985990323,jogging,wiktor
1672727112941145600,-0.7223789270467709,-0.5959398278324083,-0.3200506835175875,0.9896504598383408,-0.7223789270467709,-0.7236285462033913,-0.6821998733844247,-0.5959398278324083,-0.47854066533714,-0.389588627947518,-0.3200506835175875,-0.4471616476318787,-0.5859796673168219,0.0260170094497752,0.0096835201379581,0.0091787219061429,0.0071547674056741,jogging,wiktor
1672727112951145600,-0.583213413086177,-0.7314294725005006,-0.2004282156808627,0.9567123016283436,-0.583213413086177,-0.7223789270467709,-0.7236285462033913,-0.7314294725005006,-0.5959398278324083,-0.47854066533714,-0.2004282156808627,-0.3200506835175875,-0.4471616476318787,0.0033143204202685,0.0005304130395391,0.0027676617256625,1.6245655066812224e-05,jogging,wiktor
1672727112961145600,-0.5506430879561094,-0.8058292268772801,-0.1947281007580191,0.9952324283444044,-0.5506430879561094,-0.583213413086177,-0.7223789270467709,-0.8058292268772801,-0.7314294725005006,-0.5959398278324083,-0.1947281007580191,-0.2004282156808627,-0.3200506835175875,0.0067740076090472,0.0014820187383802,0.0001219618202013,0.0051700270504656,jogging,wiktor
1672727112971145600,-0.605086062496085,-0.7902111719278719,-0.0930420441871631,0.9996097544807988,-0.605086062496085,-0.5506430879561094,-0.583213413086177,-0.7902111719278719,-0.8058292268772801,-0.7314294725005006,-0.0930420441871631,-0.1947281007580191,-0.2004282156808627,0.0129174978936912,0.0010506196252791,0.0003638033155309,0.0115030749528811,jogging,wiktor
1672727112981145600,-0.6509253387835464,-0.7632369873978083,0.058635738977552,1.0048246839563608,-0.6509253387835464,-0.605086062496085,-0.5506430879561094,-0.7632369873978083,-0.7902111719278719,-0.8058292268772801,0.058635738977552,-0.0930420441871631,-0.1947281007580191,0.0002645440136443,0.0001122281433099,2.992988873307759e-07,0.000152016571447,jogging,wiktor
1672727112991145600,-0.6359434735251757,-0.7624632963905829,0.041199192791624,0.9937161331832854,-0.6359434735251757,-0.6509253387835464,-0.605086062496085,-0.7624632963905829,-0.7632369873978083,-0.7902111719278719,0.041199192791624,0.058635738977552,-0.0930420441871631,0.0325670144939477,0.0024516550088556,0.0009632251379032,0.0291521343471888,jogging,wiktor
1672727113001145600,-0.5659198345329657,-0.8063546426425091,-0.2002635759624382,1.0052753695809975,-0.5659198345329657,-0.6359434735251757,-0.6509253387835464,-0.8063546426425091,-0.7624632963905829,-0.7632369873978083,-0.2002635759624382,0.041199192791624,0.058635738977552,0.003764329917451,0.0002573423157078,0.0015662094339125,0.0019407781678306,jogging,wiktor
