time,x,y,z,mag,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2,lagZ0,lagZ1,lagZ2,jerkMag,jerkX,jerkY,jerkZ,activity,name
1683470332577472500,-0.1602580723475418,-0.4165570811208502,-0.7975690168598162,0.9139577606428024,-0.1602580723475418,,,-0.4165570811208502,,,-0.7975690168598162,,,0.0010691844875334,6.008790405227476e-05,0.0005874469376099,0.0004216496458712,downstairs,user
1683470332587472500,-0.1712205450660734,-0.3822803561428149,-0.7685294009576988,0.8752669226480572,-0.1712205450660734,-0.1602580723475418,,-0.3822803561428149,-0.4165570811208502,,-0.7685294009576988,-0.7975690168598162,,0.0032601157469054,0.0001962196819609,0.0015447570993889,0.0015191389655555,downstairs,user
1683470332597472500,-0.1514104626855829,-0.3266969575531461,-0.7134088246625334,0.7991296399155282,-0.1514104626855829,-0.1712205450660734,-0.1602580723475418,-0.3266969575531461,-0.3822803561428149,-0.4165570811208502,-0.7134088246625334,-0.7685294009576988,-0.7975690168598162,0.0032338711034005,0.0028956365323714,3.875774374397776e-05,0.0002994768272852,downstairs,user
1683470332607472500,-0.0753100483322903,-0.3178926695360515,-0.7378823543338012,0.8069682283471652,-0.0753100483322903,-0.1514104626855829,-0.1712205450660734,-0.3178926695360515,-0.3266969575531461,-0.3822803561428149,-0.7378823543338012,-0.7134088246625334,-0.7685294009576988,0.0039347468089501,5.542963418717832e-07,0.0006521144398629,0.0032820780727452,downstairs,user
1683470332617472500,-0.0763629456130084,-0.3540067786864368,-0.8189018343709539,0.8954062280075766,-0.0763629456130084,-0.0753100483322903,-0.1514104626855829,-0.3540067786864368,-0.3178926695360515,-0.3266969575531461,-0.8189018343709539,-0.7378823543338012,-0.7134088246625334,0.0094792878795963,0.0060584621238564,0.0008157281361864,0.0026050976195535,downstairs,user
1683470332627472500,-0.186439847130597,-0.3943980682470943,-0.891083516528597,0.99213884424716,-0.186439847130597,-0.0763629456130084,-0.0753100483322903,-0.3943980682470943,-0.3540067786864368,-0.3178926695360515,-0.891083516528597,-0.8189018343709539,-0.7378823543338012,0.0004961428238805,0.0002465568639703,5.7631324401280645e-06,0.0002438228274701,downstairs,user
1683470332637472500,-0.2086460113185134,-0.3977931035753724,-0.9131662168829514,1.0176664733337606,-0.2086460113185134,-0.186439847130597,-0.0763629456130084,-0.3977931035753724,-0.3943980682470943,-0.3540067786864368,-0.9131662168829514,-0.891083516528597,-0.8189018343709539,0.0004448511526144,0.0002106496009351,0.0001779073157676,5.629423591163312e-05,downstairs,user
1683470332647472500,-0.1881204369813541,-0.3789300542053641,-0.9237769883828596,1.016041932725142,-0.1881204369813541,-0.2086460113185134,-0.186439847130597,-0.3789300542053641,-0.3977931035753724,-0.3943980682470943,-0.9237769883828596,-0.9131662168829514,-0.891083516528597,0.0010483490257448,0.0003834455612534,0.0006543422045955,1.0561259895782808e-05,downstairs,user
1683470332657472500,-0.2158132360906346,-0.3427543108240434,-0.9191810641241752,1.0044648819669246,-0.2158132360906346,-0.1881204369813541,-0.2086460113185134,-0.3427543108240434,-0.3789300542053641,-0.3977931035753724,-0.9191810641241752,-0.9237769883828596,-0.9131662168829514,0.0117422059495042,0.0057804904587455,0.00303692747049,0.0029247880202686,downstairs,user
1683470332667472500,-0.3233352381064601,-0.2648193703866494,-0.842698542980209,0.9406464848572548,-0.3233352381064601,-0.2158132360906346,-0.1881204369813541,-0.2648193703866494,-0.3427543108240434,-0.3789300542053641,-0.842698542980209,-0.9191810641241752,-0.9237769883828596,0.011783543063383,0.0001607683623833,0.0089043593484224,0.0027184153525772,downstairs,user
1683470332677472500,-0.3412666832452873,-0.1313700590476809,-0.7689636753451853,0.851484688945025,-0.3412666832452873,-0.3233352381064601,-0.2158132360906346,-0.1313700590476809,-0.2648193703866494,-0.3427543108240434,-0.7689636753451853,-0.842698542980209,-0.9191810641241752,0.0120239551992507,0.001977249770836,0.0098761833022371,0.0001705221261775,downstairs,user
