time,x,y,z,mag,lagX0,lagX1,lagX2,lagX0.1,lagX1.1,lagX2.1,lagY0,lagY1,lagY2,activity,name
1672835966846482000,-465.644812176138,63.74706485439179,-129.12557087141553,487.4035211577465,-465.644812176138,,,-465.644812176138,,,63.74706485439179,,,downstairs,karol
1672835966856482000,-465.7482197443777,64.21884549830214,-129.93097179651903,487.778148079821,-465.7482197443777,-465.644812176138,,-465.7482197443777,-465.644812176138,,64.21884549830214,63.74706485439179,,downstairs,karol
1672835966866482000,-465.5744337912964,61.94662839961418,-131.59859638006236,487.7654443883543,-465.5744337912964,-465.7482197443777,-465.644812176138,-465.5744337912964,-465.7482197443777,-465.644812176138,61.94662839961418,64.21884549830214,63.74706485439179,downstairs,karol
1672835966876482000,-465.6155180171739,62.584018414541816,-130.75968858802477,487.6604004211846,-465.6155180171739,-465.5744337912964,-465.7482197443777,-465.6155180171739,-465.5744337912964,-465.7482197443777,62.584018414541816,61.94662839961418,64.21884549830214,downstairs,karol
1672835966886482000,-465.8786538315887,61.97760442573726,-132.16737629495822,488.2134358075159,-465.8786538315887,-465.6155180171739,-465.5744337912964,-465.8786538315887,-465.6155180171739,-465.5744337912964,61.97760442573726,62.584018414541816,61.94662839961418,downstairs,karol
1672835966896482000,-465.598887178394,61.45309779285461,-131.59275853343286,487.72478004355634,-465.598887178394,-465.8786538315887,-465.6155180171739,-465.598887178394,-465.8786538315887,-465.6155180171739,61.45309779285461,61.97760442573726,62.584018414541816,downstairs,karol
1672835966906482000,-464.9709777832031,62.77243041992188,-129.63938903808594,486.769719057852,-464.9709777832031,-465.598887178394,-465.8786538315887,-464.9709777832031,-465.598887178394,-465.8786538315887,62.77243041992188,61.45309779285461,61.97760442573726,downstairs,karol
1672835966916482000,-464.98409341765705,62.55769896653593,-129.9429759865736,486.8355470173428,-464.98409341765705,-464.9709777832031,-465.598887178394,-464.98409341765705,-464.9709777832031,-465.598887178394,62.55769896653593,62.77243041992188,61.45309779285461,downstairs,karol
1672835966926482000,-465.5277485942541,60.22332028598345,-132.56262376149363,487.7661142761297,-465.5277485942541,-464.98409341765705,-464.9709777832031,-465.5277485942541,-464.98409341765705,-464.9709777832031,60.22332028598345,62.55769896653593,62.77243041992188,downstairs,karol
1672835966936482000,-467.1490855213134,59.680514032962975,-132.78552240707717,489.30770157392624,-467.1490855213134,-465.5277485942541,-464.98409341765705,-467.1490855213134,-465.5277485942541,-464.98409341765705,59.680514032962975,60.22332028598345,62.55769896653593,downstairs,karol
1672835966946482000,-465.3433497499789,59.60167516476504,-134.2393769379138,487.9723385189541,-465.3433497499789,-467.1490855213134,-465.5277485942541,-465.3433497499789,-467.1490855213134,-465.5277485942541,59.60167516476504,59.680514032962975,60.22332028598345,downstairs,karol
