,time,x,y,z,mag,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2,lagZ0,lagZ1,lagZ2
0,1683472978379798300,-0.31118422222664543,0.2835343952046509,0.5307321241928187,0.6774245058138146,-0.31118422222664543,,,0.2835343952046509,,,0.5307321241928187,,
1,1683472978389798300,-0.5192298176580604,0.30030438096413686,0.4951436263573666,0.7777850188154819,-0.5192298176580604,-0.31118422222664543,,0.30030438096413686,0.2835343952046509,,0.4951436263573666,0.5307321241928187,
2,1683472978399798300,-0.6129388489131008,0.3929437238890682,0.3920030414964463,0.8269009536777605,-0.6129388489131008,-0.5192298176580604,-0.31118422222664543,0.3929437238890682,0.30030438096413686,0.2835343952046509,0.3920030414964463,0.4951436263573666,0.5307321241928187
3,1683472978409798300,-0.6162571756786617,0.47769085440417364,0.27458510495858135,0.8266549696348202,-0.6162571756786617,-0.6129388489131008,-0.5192298176580604,0.47769085440417364,0.3929437238890682,0.30030438096413686,0.27458510495858135,0.3920030414964463,0.4951436263573666
4,1683472978419798300,-0.7032017854537223,0.43806056083277845,0.28214395441166346,0.8752114127646428,-0.7032017854537223,-0.6162571756786617,-0.6129388489131008,0.43806056083277845,0.47769085440417364,0.3929437238890682,0.28214395441166346,0.27458510495858135,0.3920030414964463
5,1683472978429798300,-0.8370531410411184,0.5070687305238355,0.3223314657303786,1.030375772328596,-0.8370531410411184,-0.7032017854537223,-0.6162571756786617,0.5070687305238355,0.43806056083277845,0.47769085440417364,0.3223314657303786,0.28214395441166346,0.27458510495858135
6,1683472978439798300,-0.9225285976443905,0.590348508990854,0.3501257511987243,1.1498514761446024,-0.9225285976443905,-0.8370531410411184,-0.7032017854537223,0.590348508990854,0.5070687305238355,0.43806056083277845,0.3501257511987243,0.3223314657303786,0.28214395441166346
7,1683472978449798300,-0.9296513969855164,0.6245923894495629,0.34403934931362035,1.171635799534811,-0.9296513969855164,-0.9225285976443905,-0.8370531410411184,0.6245923894495629,0.590348508990854,0.5070687305238355,0.34403934931362035,0.3501257511987243,0.3223314657303786
8,1683472978459798300,-0.8466080175606967,0.6802707859446163,0.33927899891284646,1.1378153262770994,-0.8466080175606967,-0.9296513969855164,-0.9225285976443905,0.6802707859446163,0.6245923894495629,0.590348508990854,0.33927899891284646,0.34403934931362035,0.3501257511987243
9,1683472978469798300,-0.8106884784750509,0.6600287871314208,0.3412112613366001,1.0996721938092646,-0.8106884784750509,-0.8466080175606967,-0.9296513969855164,0.6600287871314208,0.6802707859446163,0.6245923894495629,0.3412112613366001,0.33927899891284646,0.34403934931362035
10,1683472978479798300,-0.7582097569396217,0.6676280120093483,0.2915051737062503,1.0514677666174583,-0.7582097569396217,-0.8106884784750509,-0.8466080175606967,0.6676280120093483,0.6600287871314208,0.6802707859446163,0.2915051737062503,0.3412112613366001,0.33927899891284646
11,1683472978489798300,-0.6832257517020953,0.6726642201418999,0.15725675069666464,0.9715988197232829,-0.6832257517020953,-0.7582097569396217,-0.8106884784750509,0.6726642201418999,0.6676280120093483,0.6600287871314208,0.15725675069666464,0.2915051737062503,0.3412112613366001
12,1683472978499798300,-0.58356443379038,0.7063175459228109,-0.04108390966947626,0.9171258428902975,-0.58356443379038,-0.6832257517020953,-0.7582097569396217,0.7063175459228109,0.6726642201418999,0.6676280120093483,-0.04108390966947626,0.15725675069666464,0.2915051737062503
13,1683472978509798300,-0.6536591968791609,0.5338038176541744,-0.19330109756482863,0.8657841392210001,-0.6536591968791609,-0.58356443379038,-0.6832257517020953,0.5338038176541744,0.7063175459228109,0.6726642201418999,-0.19330109756482863,-0.04108390966947626,0.15725675069666464
14,1683472978519798300,-0.5828262483420923,0.6409378373346435,-0.41804359836927213,0.9618982260204337,-0.5828262483420923,-0.6536591968791609,-0.58356443379038,0.6409378373346435,0.5338038176541744,0.7063175459228109,-0.41804359836927213,-0.19330109756482863,-0.04108390966947626
15,1683472978529798300,-0.556584775635818,0.8081598176266171,-0.6616826823886446,1.1835256125107276,-0.556584775635818,-0.5828262483420923,-0.6536591968791609,0.8081598176266171,0.6409378373346435,0.5338038176541744,-0.6616826823886446,-0.41804359836927213,-0.19330109756482863
16,1683472978539798300,-0.2388250696790074,1.331171431474715,-1.0131209676834185,1.6898132704655302,-0.2388250696790074,-0.556584775635818,-0.5828262483420923,1.331171431474715,0.8081598176266171,0.6409378373346435,-1.0131209676834185,-0.6616826823886446,-0.41804359836927213
17,1683472978549798300,0.002995018132035561,1.6938682644111809,-1.137651820555266,2.040453462376848,0.002995018132035561,-0.2388250696790074,-0.556584775635818,1.6938682644111809,1.331171431474715,0.8081598176266171,-1.137651820555266,-1.0131209676834185,-0.6616826823886446
18,1683472978559798300,0.1431100521351509,2.121587351095397,-1.0660221127928737,2.378658554797954,0.1431100521351509,0.002995018132035561,-0.2388250696790074,2.121587351095397,1.6938682644111809,1.331171431474715,-1.0660221127928737,-1.137651820555266,-1.0131209676834185
19,1683472978569798300,0.19540136450920362,2.7860809991227278,-0.9017039863687107,2.934876335718079,0.19540136450920362,0.1431100521351509,0.002995018132035561,2.7860809991227278,2.121587351095397,1.6938682644111809,-0.9017039863687107,-1.0660221127928737,-1.137651820555266
20,1683472978579798300,0.19171906906874062,3.6079803683691183,-0.759160914880503,3.6919647661731205,0.19171906906874062,0.19540136450920362,0.1431100521351509,3.6079803683691183,2.7860809991227278,2.121587351095397,-0.759160914880503,-0.9017039863687107,-1.0660221127928737
