,time,x,y,z,mag,lagX0,lagX1,lagX2,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2
0,1683471109715720700,29.13948051240463,-186.60456182366462,-384.36959355473164,428.26435325317965,29.13948051240463,,,29.13948051240463,,,-186.60456182366462,,
1,1683471109725720700,30.445572921334254,-187.59629489890403,-384.2997602217783,428.72556312496823,30.445572921334254,29.13948051240463,,30.445572921334254,29.13948051240463,,-187.59629489890403,-186.60456182366462,
2,1683471109735720700,32.1482569455991,-188.32040357303134,-383.3318872823702,428.30061946489576,32.1482569455991,30.445572921334254,29.13948051240463,32.1482569455991,30.445572921334254,29.13948051240463,-188.32040357303134,-187.59629489890403,-186.60456182366462
3,1683471109745720700,33.84169154025999,-189.16950277319464,-383.026475808916,428.5319615108795,33.84169154025999,32.1482569455991,30.445572921334254,33.84169154025999,32.1482569455991,30.445572921334254,-189.16950277319464,-188.32040357303134,-187.59629489890403
4,1683471109755720700,35.37054000357468,-190.1018523672603,-382.8884731664225,428.94448621858095,35.37054000357468,33.84169154025999,32.1482569455991,35.37054000357468,33.84169154025999,32.1482569455991,-190.1018523672603,-189.16950277319464,-188.32040357303134
5,1683471109765720700,36.614008571998994,-191.31789668568945,-381.8755806335655,428.686461531233,36.614008571998994,35.37054000357468,33.84169154025999,36.614008571998994,35.37054000357468,33.84169154025999,-191.31789668568945,-190.1018523672603,-189.16950277319464
6,1683471109775720700,37.741341643312964,-192.5604978692595,-381.2608557912462,428.79341688902804,37.741341643312964,36.614008571998994,35.37054000357468,37.741341643312964,36.614008571998994,35.37054000357468,-192.5604978692595,-191.31789668568945,-190.1018523672603
7,1683471109785720700,38.51653921485207,-193.3612113821845,-380.46309291291124,428.5139985217911,38.51653921485207,37.741341643312964,36.614008571998994,38.51653921485207,37.741341643312964,36.614008571998994,-193.3612113821845,-192.5604978692595,-191.31789668568945
8,1683471109795720700,39.388907019512814,-194.49009275552805,-380.25266050206835,428.9172041258627,39.388907019512814,38.51653921485207,37.741341643312964,39.388907019512814,38.51653921485207,37.741341643312964,-194.49009275552805,-193.3612113821845,-192.5604978692595
9,1683471109805720700,40.50264619552389,-195.13165803144568,-380.09599753372277,429.17338647229354,40.50264619552389,39.388907019512814,38.51653921485207,40.50264619552389,39.388907019512814,38.51653921485207,-195.13165803144568,-194.49009275552805,-193.3612113821845
10,1683471109815720700,41.57959573105437,-195.18220781580462,-379.4096262807462,428.691755861371,41.57959573105437,40.50264619552389,39.388907019512814,41.57959573105437,40.50264619552389,39.388907019512814,-195.18220781580462,-195.13165803144568,-194.49009275552805
11,1683471109825720700,42.86590564486155,-194.77070369095046,-379.01027974235376,428.2778362621623,42.86590564486155,41.57959573105437,40.50264619552389,42.86590564486155,41.57959573105437,40.50264619552389,-194.77070369095046,-195.18220781580462,-195.13165803144568
