,time,x,y,z,mag,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2,lagZ0,lagZ1,lagZ2
0,1683470487305352700,0.10450170213562118,-0.9895225558738074,0.758692604402138,1.2512753343316465,0.10450170213562118,,,-0.9895225558738074,,,0.758692604402138,,
1,1683470487315352700,-0.10805865670028575,-1.1805032472658588,0.451891236174761,1.268648997723429,-0.10805865670028575,0.10450170213562118,,-1.1805032472658588,-0.9895225558738074,,0.451891236174761,0.758692604402138,
2,1683470487325352700,-0.2389878545694847,-1.3499295179874098,0.12635411675797542,1.3767317316700207,-0.2389878545694847,-0.10805865670028575,0.10450170213562118,-1.3499295179874098,-1.1805032472658588,-0.9895225558738074,0.12635411675797542,0.451891236174761,0.758692604402138
3,1683470487335352700,-0.24543191165884376,-1.3642073311438165,-0.13171480463002258,1.3923531360131933,-0.24543191165884376,-0.2389878545694847,-0.10805865670028575,-1.3642073311438165,-1.3499295179874098,-1.1805032472658588,-0.13171480463002258,0.12635411675797542,0.451891236174761
4,1683470487345352700,-0.08276075558606304,-1.116476529050643,-0.3154513350510601,1.1631331511790228,-0.08276075558606304,-0.24543191165884376,-0.2389878545694847,-1.116476529050643,-1.3642073311438165,-1.3499295179874098,-0.3154513350510601,-0.13171480463002258,0.12635411675797542
5,1683470487355352700,0.03177645725594639,-0.6604022739489057,-0.38266173315048063,0.7639181295730284,0.03177645725594639,-0.08276075558606304,-0.24543191165884376,-0.6604022739489057,-1.116476529050643,-1.3642073311438165,-0.38266173315048063,-0.3154513350510601,-0.13171480463002258
6,1683470487365352700,-0.2203248914522413,0.14118942501186374,-0.20896479010086008,0.3348787766200168,-0.2203248914522413,0.03177645725594639,-0.08276075558606304,0.14118942501186374,-0.6604022739489057,-1.116476529050643,-0.20896479010086008,-0.38266173315048063,-0.3154513350510601
7,1683470487375352700,-0.39640555750399525,-0.10824491346044526,0.06334276677840486,0.4157723336313468,-0.39640555750399525,-0.2203248914522413,0.03177645725594639,-0.10824491346044526,0.14118942501186374,-0.6604022739489057,0.06334276677840486,-0.20896479010086008,-0.38266173315048063
8,1683470487385352700,-0.5173319337231068,-0.48517819069476537,0.3734383354298077,0.8015524915712762,-0.5173319337231068,-0.39640555750399525,-0.2203248914522413,-0.48517819069476537,-0.10824491346044526,0.14118942501186374,0.3734383354298077,0.06334276677840486,-0.20896479010086008
9,1683470487395352700,-0.5224287729911864,-0.676148387449525,0.7069491602381732,1.1090020648588206,-0.5224287729911864,-0.5173319337231068,-0.39640555750399525,-0.676148387449525,-0.48517819069476537,-0.10824491346044526,0.7069491602381732,0.3734383354298077,0.06334276677840486
10,1683470487405352700,-0.554927062490299,-0.6961004175508978,0.9743338208351744,1.3197826451434782,-0.554927062490299,-0.5224287729911864,-0.5173319337231068,-0.6961004175508978,-0.676148387449525,-0.48517819069476537,0.9743338208351744,0.7069491602381732,0.3734383354298077
11,1683470487415352700,-0.7076243734977367,-0.6834855915508807,1.1338886839325657,1.5011956419388006,-0.7076243734977367,-0.554927062490299,-0.5224287729911864,-0.6834855915508807,-0.6961004175508978,-0.676148387449525,1.1338886839325657,0.9743338208351744,0.7069491602381732
12,1683470487425352700,-0.7565434418711456,-0.9138878930425944,1.28226743395512,1.7469283994113554,-0.7565434418711456,-0.7076243734977367,-0.554927062490299,-0.9138878930425944,-0.6834855915508807,-0.6961004175508978,1.28226743395512,1.1338886839325657,0.9743338208351744
13,1683470487435352700,-0.7577833114497173,-1.0348767895493134,1.4691793237153805,1.9503059764796846,-0.7577833114497173,-0.7565434418711456,-0.7076243734977367,-1.0348767895493134,-0.9138878930425944,-0.6834855915508807,1.4691793237153805,1.28226743395512,1.1338886839325657
14,1683470487445352700,-0.7234601022379534,-1.0582054237028324,1.6279583195753964,2.0720621439906166,-0.7234601022379534,-0.7577833114497173,-0.7565434418711456,-1.0582054237028324,-1.0348767895493134,-0.9138878930425944,1.6279583195753964,1.4691793237153805,1.28226743395512
15,1683470487455352700,-0.7464993968313042,-1.051937772305558,1.6620767638892004,2.103885356984329,-0.7464993968313042,-0.7234601022379534,-0.7577833114497173,-1.051937772305558,-1.0582054237028324,-1.0348767895493134,1.6620767638892004,1.6279583195753964,1.4691793237153805
16,1683470487465352700,-0.9026080454793842,-1.0503128558984716,1.5847646748834499,2.1045991194971467,-0.9026080454793842,-0.7464993968313042,-0.7234601022379534,-1.0503128558984716,-1.051937772305558,-1.0582054237028324,1.5847646748834499,1.6620767638892004,1.6279583195753964
17,1683470487475352700,-1.0739508226100472,-0.9134172517553926,1.4559184065027477,2.0266721124993734,-1.0739508226100472,-0.9026080454793842,-0.7464993968313042,-0.9134172517553926,-1.0503128558984716,-1.051937772305558,1.4559184065027477,1.5847646748834499,1.6620767638892004
18,1683470487485352700,-1.2828101215298384,-0.656784942901095,1.3101315852863076,1.9476686165479504,-1.2828101215298384,-1.0739508226100472,-0.9026080454793842,-0.656784942901095,-0.9134172517553926,-1.0503128558984716,1.3101315852863076,1.4559184065027477,1.5847646748834499
19,1683470487495352700,-1.4801236060847924,-0.502337387929758,1.2428292698270635,1.9969309789124947,-1.4801236060847924,-1.2828101215298384,-1.0739508226100472,-0.502337387929758,-0.656784942901095,-0.9134172517553926,1.2428292698270635,1.3101315852863076,1.4559184065027477
20,1683470487505352700,-1.5593785668679567,-0.8382880526290263,1.3653939784896003,2.235774830004888,-1.5593785668679567,-1.4801236060847924,-1.2828101215298384,-0.8382880526290263,-0.502337387929758,-0.656784942901095,1.3653939784896003,1.2428292698270635,1.3101315852863076
21,1683470487515352700,-1.544604524113783,-0.9596144822835923,1.4279944525898205,2.312105371117085,-1.544604524113783,-1.5593785668679567,-1.4801236060847924,-0.9596144822835923,-0.8382880526290263,-0.502337387929758,1.4279944525898205,1.3653939784896003,1.2428292698270635
22,1683470487525352700,-1.3773658220258995,-0.9064750791402917,1.4481561119563184,2.194536352258472,-1.3773658220258995,-1.544604524113783,-1.5593785668679567,-0.9064750791402917,-0.9596144822835923,-0.8382880526290263,1.4481561119563184,1.4279944525898205,1.3653939784896003
23,1683470487535352700,-1.0700713634163015,-1.2777665263487035,1.4772766868722629,2.2271251487595265,-1.0700713634163015,-1.3773658220258995,-1.544604524113783,-1.2777665263487035,-0.9064750791402917,-0.9596144822835923,1.4772766868722629,1.4481561119563184,1.4279944525898205
24,1683470487545352700,-0.6859970251533437,-1.8455551781228847,1.3966863497025293,2.4140005371707782,-0.6859970251533437,-1.0700713634163015,-1.3773658220258995,-1.8455551781228847,-1.2777665263487035,-0.9064750791402917,1.3966863497025293,1.4772766868722629,1.4481561119563184
25,1683470487555352700,-0.3107057456157115,-2.540458308996539,1.3441648010653056,2.8908900865531195,-0.3107057456157115,-0.6859970251533437,-1.0700713634163015,-2.540458308996539,-1.8455551781228847,-1.2777665263487035,1.3441648010653056,1.3966863497025293,1.4772766868722629
26,1683470487565352700,0.031053748045864846,-3.1587882709057107,1.438529226612323,3.471062375051338,0.031053748045864846,-0.3107057456157115,-0.6859970251533437,-3.1587882709057107,-2.540458308996539,-1.8455551781228847,1.438529226612323,1.3441648010653056,1.3966863497025293
27,1683470487575352700,0.3034423986800245,-3.883916900467559,1.6518200708264263,4.2314769673766675,0.3034423986800245,0.031053748045864846,-0.3107057456157115,-3.883916900467559,-3.1587882709057107,-2.540458308996539,1.6518200708264263,1.438529226612323,1.3441648010653056
28,1683470487585352700,0.563347454520723,-4.413456887199497,1.8960249563072373,4.836411136847602,0.563347454520723,0.3034423986800245,0.031053748045864846,-4.413456887199497,-3.883916900467559,-3.1587882709057107,1.8960249563072373,1.6518200708264263,1.438529226612323
29,1683470487595352700,0.812989382759489,-4.774688702667526,2.191447310689859,5.316111855425013,0.812989382759489,0.563347454520723,0.3034423986800245,-4.774688702667526,-4.413456887199497,-3.883916900467559,2.191447310689859,1.8960249563072373,1.6518200708264263
30,1683470487605352700,0.9450349336251616,-5.26212436915795,2.4194607458201527,5.868290569051815,0.9450349336251616,0.812989382759489,0.563347454520723,-5.26212436915795,-4.774688702667526,-4.413456887199497,2.4194607458201527,2.191447310689859,1.8960249563072373
31,1683470487615352700,0.8723062444571686,-5.646967776848085,2.574500512299388,6.267153751481559,0.8723062444571686,0.9450349336251616,0.812989382759489,-5.646967776848085,-5.26212436915795,-4.774688702667526,2.574500512299388,2.4194607458201527,2.191447310689859
32,1683470487625352700,0.4748066770180103,-5.927753862622429,2.8204793593171926,6.581702747215976,0.4748066770180103,0.8723062444571686,0.9450349336251616,-5.927753862622429,-5.646967776848085,-5.26212436915795,2.8204793593171926,2.574500512299388,2.4194607458201527
33,1683470487635352700,-0.12145667037664461,-6.013871089932832,3.2251433993460874,6.8251701191585346,-0.12145667037664461,0.4748066770180103,0.8723062444571686,-6.013871089932832,-5.927753862622429,-5.646967776848085,3.2251433993460874,2.8204793593171926,2.574500512299388
34,1683470487645352700,-0.8181805013473611,-5.882989187263863,3.7061867917169393,7.001057180551067,-0.8181805013473611,-0.12145667037664461,0.4748066770180103,-5.882989187263863,-6.013871089932832,-5.927753862622429,3.7061867917169393,3.2251433993460874,2.8204793593171926
35,1683470487655352700,-1.5477228547149229,-5.667568710216767,4.162060098985399,7.199967040730215,-1.5477228547149229,-0.8181805013473611,-0.12145667037664461,-5.667568710216767,-5.882989187263863,-6.013871089932832,4.162060098985399,3.7061867917169393,3.2251433993460874
36,1683470487665352700,-2.1814599260558296,-5.51248842842431,4.508838843971402,7.44821614907924,-2.1814599260558296,-1.5477228547149229,-0.8181805013473611,-5.51248842842431,-5.667568710216767,-5.882989187263863,4.508838843971402,4.162060098985399,3.7061867917169393
37,1683470487675352700,-2.600220315869459,-5.43811835546312,4.663636618626923,7.6212717737713005,-2.600220315869459,-2.1814599260558296,-1.5477228547149229,-5.43811835546312,-5.51248842842431,-5.667568710216767,4.663636618626923,4.508838843971402,4.162060098985399
38,1683470487685352700,-2.7429909271495903,-5.59582083326596,4.692712021514071,7.801202224099884,-2.7429909271495903,-2.600220315869459,-2.1814599260558296,-5.59582083326596,-5.43811835546312,-5.51248842842431,4.692712021514071,4.663636618626923,4.508838843971402
39,1683470487695352700,-2.4885115482804037,-5.757857662990403,4.763577261637842,7.876374986043726,-2.4885115482804037,-2.7429909271495903,-2.600220315869459,-5.757857662990403,-5.59582083326596,-5.43811835546312,4.763577261637842,4.692712021514071,4.663636618626923
40,1683470487705352700,-1.7994251065858662,-5.758845479859861,4.956277421451045,7.808131521273149,-1.7994251065858662,-2.4885115482804037,-2.7429909271495903,-5.758845479859861,-5.757857662990403,-5.59582083326596,4.956277421451045,4.763577261637842,4.692712021514071
41,1683470487715352700,-1.0882692067540696,-5.8508146487234916,5.168104823330915,7.881983848310195,-1.0882692067540696,-1.7994251065858662,-2.4885115482804037,-5.8508146487234916,-5.758845479859861,-5.757857662990403,5.168104823330915,4.956277421451045,4.763577261637842
