,time,q0,q1,q2,q3
0,1683470544244839200,0.45833969753997034,-0.004573431165598537,0.27112090963514557,0.06142909862696999
1,1683470544254839200,0.4569366285411807,-0.007378023714017892,0.2733736537637853,0.06180999407535909
2,1683470544264839200,0.4550094700386357,-0.010803470422106023,0.27633109999630445,0.06262860086961552
3,1683470544274839200,0.4525178967950391,-0.014931470131907305,0.28003000118486515,0.06375899938564218
4,1683470544284839200,0.44972078837105367,-0.01977665574469969,0.2840559420792081,0.06486334669457919
5,1683470544294839200,0.4467957316087712,-0.02503639125240045,0.2881184731683766,0.06582308837870979
6,1683470544304839200,0.44385971219834425,-0.030373301339839297,0.2920217245594188,0.06670846894628579
7,1683470544314839200,0.44139088153821954,-0.03565620388848019,0.2950383648912676,0.06758932630887049
8,1683470544324839200,0.4409317681720652,-0.04081120052796042,0.29492337898122867,0.06843144053061993
9,1683470544334839200,0.44103776239445114,-0.04515602749418878,0.293952545322602,0.06938418255618797
10,1683470544344839200,0.4409908170237399,-0.04814115818482148,0.2932389965851594,0.07078161448333464
11,1683470544354839200,0.440141047160369,-0.0492577022280147,0.2938476670418202,0.07278494527806892
12,1683470544364839200,0.4381456996273946,-0.04821426180976165,0.2964707762375113,0.07492973341586084
13,1683470544374839200,0.4348895334961828,-0.04518451448988928,0.3013282001942774,0.07664190771303303
14,1683470544384839200,0.4305323604584408,-0.04102162800734791,0.3078540079904313,0.07808550611391897
15,1683470544394839200,0.4254123891143559,-0.036598640484151096,0.31522406375999285,0.07949080511462492
16,1683470544404839200,0.4200373593072466,-0.03250007661844904,0.3225766058088405,0.08088922762003113
17,1683470544414839200,0.4145331159470274,-0.028812675430728973,0.3297205643335009,0.08236177331549838
18,1683470544424839200,0.4085712195487151,-0.025082182154173585,0.337054833339575,0.08418932530912228
19,1683470544434839200,0.4018795379291646,-0.020931786662356244,0.3448743671307385,0.08643822699129429
20,1683470544444839200,0.39662053713034995,-0.01510723807849318,0.35072496363089734,0.08876376141213865
21,1683470544454839200,0.3907850247516528,-0.007800911360006776,0.3571049114949096,0.09064550731671368
22,1683470544464839200,0.3837388070054099,0.0009919636558434824,0.3647740317980708,0.09131699275898061
23,1683470544474839200,0.37565583793196905,0.010927194635185369,0.37350137353438184,0.09007109810900181
24,1683470544484839200,0.36657849441316886,0.021548111808690384,0.3830669950452089,0.08675525242393846
25,1683470544494839200,0.35638264067863595,0.03257597035680384,0.3933456633816246,0.08152515223526154
26,1683470544504839200,0.3452033179988748,0.043744450980450704,0.4040234859046576,0.07427615735267497
27,1683470544514839200,0.3334227464577872,0.05552993088791407,0.41453635142123546,0.06480532411119139
28,1683470544524839200,0.3211485592593681,0.0685252119711291,0.42449899491334614,0.05301216114488956
29,1683470544534839200,0.3085575595883804,0.08287847916717522,0.43336529708052757,0.039619503391787526
30,1683470544544839200,0.29602411460448863,0.09832779038567215,0.4406017439918253,0.025532784763310175
31,1683470544554839200,0.28387705010470304,0.11475434956453338,0.4458804781321614,0.01149129853261205
32,1683470544564839200,0.2721432530508026,0.13231403606220293,0.44914575546476426,-0.0023125889180932013
33,1683470544574839200,0.2607110142553393,0.15083780657247292,0.4504956796445866,-0.01596895461906791
34,1683470544584839200,0.24955584399127528,0.16972964468802507,0.4500868429629907,-0.029757705692247005
35,1683470544594839200,0.23849929531116937,0.18803422665627104,0.448326901168997,-0.04405814756935728
36,1683470544604839200,0.22728191896985178,0.2048479800119039,0.4457233386092127,-0.05924393687626428
37,1683470544614839200,0.2162057913238157,0.21998491290928282,0.4422733094033255,-0.07524439063612247
38,1683470544624839200,0.20575232829326595,0.23369926842445554,0.43771043820828515,-0.09196937662491339
39,1683470544634839200,0.19658199524503595,0.24589281563241375,0.43189975036445866,-0.10915182992644497
40,1683470544644839200,0.18881979428935164,0.2562342926938468,0.4250926749239701,-0.1267840660385715
41,1683470544654839200,0.1830601199365127,0.2645516221483957,0.4172564631492793,-0.14484834426985538
42,1683470544664839200,0.17926452101406432,0.2710224271401067,0.4085022351744211,-0.16306415660643933
43,1683470544674839200,0.17720813932074364,0.2756097586066762,0.3992548623372847,-0.18088060137719822
44,1683470544684839200,0.17656998189640086,0.2785033836590604,0.38993344911964484,-0.19768189147287787
45,1683470544694839200,0.1772767264481324,0.280404305216069,0.3805914996519655,-0.21280787623392117
46,1683470544704839200,0.1790586432330727,0.28134970292631817,0.3716931650046338,-0.22600041687721503
