time,x,y,z,mag,lagX0,lagX1,lagX2,lagY0,lagY1,lagY2,lagZ0,lagZ1,lagZ2,jerkMag,jerkX,jerkY,jerkZ,activity,name
1683472978379798300,0.1258762517078037,-0.3963674512040138,-0.7940512756847826,0.8963645550414202,0.1258762517078037,,,-0.3963674512040138,,,-0.7940512756847826,,,0.0018573309026976,0.0018095154002788,2.4680005146151093e-06,4.534750190425201e-05,squats,user
1683472978389798300,0.1860346326746949,-0.3941457399200639,-0.8035746681375016,0.914161909140738,0.1860346326746949,0.1258762517078037,,-0.3941457399200639,-0.3963674512040138,,-0.8035746681375016,-0.7940512756847826,,0.0008327746926057,0.0002474389277803,0.0001123743372894,0.0004729614275359,squats,user
1683472978399798300,0.2082804829744846,-0.3791541197748325,-0.7728188092635914,0.8856565463439583,0.2082804829744846,0.1860346326746949,0.1258762517078037,-0.3791541197748325,-0.3941457399200639,-0.3963674512040138,-0.7728188092635914,-0.8035746681375016,-0.7940512756847826,0.0125985496251742,0.0078808221769901,7.420188705732229e-06,0.0047103072594783,squats,user
1683472978409798300,0.3338258705997587,-0.38300644081694,-0.6757589590733265,0.8454488845322423,0.3338258705997587,0.2082804829744846,0.1860346326746949,-0.38300644081694,-0.3791541197748325,-0.3941457399200639,-0.6757589590733265,-0.7728188092635914,-0.8035746681375016,0.0010470300974287,0.0008215702653342,0.0001207919745977,0.0001046678574967,squats,user
1683472978419798300,0.2932902007438335,-0.3674634697626182,-0.690227397655063,0.8351421459464379,0.2932902007438335,0.3338258705997587,0.2082804829744846,-0.3674634697626182,-0.38300644081694,-0.3791541197748325,-0.690227397655063,-0.6757589590733265,-0.7728188092635914,0.0083173737331588,0.0042934966971963,3.1243072344670645e-05,0.0039926339636178,squats,user
1683472978429798300,0.2006241692414937,-0.3753682875776814,-0.7795877240154551,0.8882051722650784,0.2006241692414937,0.2932902007438335,0.3338258705997587,-0.3753682875776814,-0.3674634697626182,-0.38300644081694,-0.7795877240154551,-0.690227397655063,-0.6757589590733265,0.0001104196428217,4.870504873852341e-07,9.255447971462464e-05,1.737811261970449e-05,squats,user
1683472978439798300,0.1996372037026979,-0.3889737629251013,-0.7736922829599098,0.8886818047299395,0.1996372037026979,0.2006241692414937,0.2932902007438335,-0.3889737629251013,-0.3753682875776814,-0.3674634697626182,-0.7736922829599098,-0.7795877240154551,-0.690227397655063,0.0039432053109134,0.0017564379673494,0.0008402684496624,0.0013464988939014,squats,user
1683472978449798300,0.2589067231431233,-0.3479794108833273,-0.7217981812931216,0.8420896485561828,0.2589067231431233,0.1996372037026979,0.2006241692414937,-0.3479794108833273,-0.3889737629251013,-0.3753682875776814,-0.7217981812931216,-0.7736922829599098,-0.7795877240154551,0.0023795208137848,0.0013845380841104,0.0003713015607357,0.0006236811689387,squats,user
1683472978459798300,0.3115287353454405,-0.3207286655454202,-0.6864801641081572,0.8192509051337312,0.3115287353454405,0.2589067231431233,0.1996372037026979,-0.3207286655454202,-0.3479794108833273,-0.3889737629251013,-0.6864801641081572,-0.7217981812931216,-0.7736922829599098,0.0002522859168784,3.4424324716223223e-06,0.0001416601110594,0.0001071833733474,squats,user
1683472978469798300,0.3089048327284891,-0.3038965467804267,-0.6718388954918512,0.7994640756930823,0.3089048327284891,0.3115287353454405,0.2589067231431233,-0.3038965467804267,-0.3207286655454202,-0.3479794108833273,-0.6718388954918512,-0.6864801641081572,-0.7217981812931216,0.0012246950876537,8.075731219701531e-05,0.0007989453223517,0.000344992453105,squats,user
1683472978479798300,0.2961959923252882,-0.2639229224175619,-0.6981064592580261,0.802957037023007,0.2961959923252882,0.3089048327284891,0.3115287353454405,-0.2639229224175619,-0.3038965467804267,-0.3207286655454202,-0.6981064592580261,-0.6718388954918512,-0.6864801641081572,0.0043499879293695,0.0011992175726431,0.0017551956471273,0.001395574709599,squats,user
1683472978489798300,0.3451698133451591,-0.2046743672093998,-0.6452751293561757,0.7598774830213944,0.3451698133451591,0.2961959923252882,0.3089048327284891,-0.2046743672093998,-0.2639229224175619,-0.3038965467804267,-0.6452751293561757,-0.6981064592580261,-0.6718388954918512,0.0027741833293148,0.0002874024542699,0.0018562202708957,0.000630560604149,squats,user
1683472978499798300,0.3691449026784632,-0.1437445670965525,-0.6097628609366816,0.7271459319290415,0.3691449026784632,0.3451698133451591,0.2961959923252882,-0.1437445670965525,-0.2046743672093998,-0.2639229224175619,-0.6097628609366816,-0.6452751293561757,-0.6981064592580261,0.0014730658437573,9.823646904975466e-05,0.0013292340633767,4.559531133079114e-05,squats,user
1683472978509798300,0.355128022208847,-0.0921842322765227,-0.6002134828071078,0.7034700205281086,0.355128022208847,0.3691449026784632,0.3451698133451591,-0.0921842322765227,-0.1437445670965525,-0.2046743672093998,-0.6002134828071078,-0.6097628609366816,-0.6452751293561757,0.0011327585694264,0.000232006730471,0.0006030779365543,0.000297673902401,squats,user
1683472978519798300,0.3335870505283019,-0.0574544774097125,-0.5758137327099825,0.6679392128270343,0.3335870505283019,0.355128022208847,0.3691449026784632,-0.0574544774097125,-0.0921842322765227,-0.1437445670965525,-0.5758137327099825,-0.6002134828071078,-0.6097628609366816,0.0077462673112606,0.0002141993892094,0.0007805764010212,0.0067514915210299,squats,user
1683472978529798300,0.3128892540654183,-0.0179430511883976,-0.4596113960636829,0.5562951319103655,0.3128892540654183,0.3335870505283019,0.355128022208847,-0.0179430511883976,-0.0574544774097125,-0.0921842322765227,-0.4596113960636829,-0.5758137327099825,-0.6002134828071078,0.0339398026913726,0.005671369321506,0.005530236498753,0.0227381968711135,squats,user
1683472978539798300,0.4193915481393588,0.0872257321910164,-0.2463594470872971,0.4941564288523886,0.4193915481393588,0.3128892540654183,0.3335870505283019,0.0872257321910164,-0.0179430511883976,-0.0574544774097125,-0.2463594470872971,-0.4596113960636829,-0.5758137327099825,0.0165749578645316,0.0003769928085543,0.0029811633591215,0.0132168016968556,squats,user
1683472978549798300,0.3919327496021176,0.1644418361994624,-0.0837753045834496,0.4332097636958069,0.3919327496021176,0.4193915481393588,0.3128892540654183,0.1644418361994624,0.0872257321910164,-0.0179430511883976,-0.0837753045834496,-0.2463594470872971,-0.4596113960636829,0.0132857701238935,0.0126607307987778,3.948380758133872e-05,0.0005855555175343,squats,user
