,time,q0,q1,q2,q3
0,1683470965286518800,0.1374716117055022,0.009193793306511638,0.03775676069165945,0.17164146458679247
1,1683470965296518800,0.1388703974134434,0.008519204651476986,0.037862484920257095,0.170524101016205
2,1683470965306518800,0.13678068817554698,0.008515009017550515,0.03780342329166223,0.1722190607703032
3,1683470965316518800,0.13462441996161167,0.008494654331337509,0.037747400422943944,0.17392424116774696
4,1683470965326518800,0.1324006710366743,0.008599467902177017,0.037664787393285465,0.17563682603904407
5,1683470965336518800,0.130133005281616,0.008850119572606544,0.037420512513418054,0.17736415529703697
6,1683470965346518800,0.12682005342159128,0.009411667295697361,0.03688697732431532,0.17983141299133293
7,1683470965356518800,0.12445569461334592,0.00979322477476695,0.03616780818341386,0.18160285098650183
8,1683470965366518800,0.12205529002397329,0.010142489272532277,0.03528474812561879,0.18338122872502638
9,1683470965376518800,0.1196226591655068,0.010387779629133507,0.03430937702550997,0.1851508791465376
10,1683470965386518800,0.11718665184338417,0.010450792101374295,0.033295821809187255,0.1868861878243625
11,1683470965396518800,0.11476433922271076,0.010386880702914313,0.032386820998712776,0.188548875776402
12,1683470965406518800,0.1123484253400795,0.010233002045821582,0.03165048439417915,0.19013357514793228
13,1683470965416518800,0.10991552936503454,0.009975922111579497,0.031063473382893524,0.19166253134999447
14,1683470965426518800,0.10744137604300114,0.009599163709588769,0.03053819933609476,0.1931661066530877
15,1683470965436518800,0.10495266666870279,0.009079886330399899,0.02997336616578245,0.1946457671008139
16,1683470965446518800,0.10249221440261716,0.008415257863729415,0.029288356340611374,0.19609003899886024
17,1683470965456518800,0.10004709029016641,0.007723883236369331,0.02850609410433305,0.1974961686359578
18,1683470965466518800,0.09754742516872025,0.007110848363600414,0.027665050047419593,0.1988889496629108
19,1683470965476518800,0.09495657353494907,0.006400569773236757,0.026770674746664728,0.2002899073212462
20,1683470965486518800,0.09226365645024845,0.005612246472274526,0.025890397685409766,0.201689128299963
21,1683470965496518800,0.08953016231682095,0.004691771110251571,0.02502934104865347,0.20305546880573266
22,1683470965506518800,0.08681620666558326,0.003502484148178956,0.02416999365944193,0.20436615912352935
23,1683470965516518800,0.08418838317134218,0.0018643851827410166,0.023309875899375325,0.20559480531281807
24,1683470965526518800,0.08161924394198869,-0.0003776641731837032,0.022477608131513446,0.206745769030811
25,1683470965536518800,0.07903113355863203,-0.003236075958999911,0.021726190748376294,0.2078290670440081
26,1683470965546518800,0.07635171424231453,-0.006696258441481669,0.021066595328732524,0.20884817686332646
