time,seconds_elapsed,z,y,x
1672829347961456600,0.05745654296875,-2.889765739440918,5.10978889465332,-3.254634141921997
1672829347971504400,0.06750439453125,-2.5711007118225098,4.68358039855957,-3.6217949390411377
1672829347981552600,0.077552734375,-2.173225164413452,3.9636166095733643,-4.055788040161133
1672829347991601400,0.087601318359375,-1.8904629945755005,3.2566864490509033,-4.51740837097168
1672829348001649700,0.097649658203125,-1.828505039215088,2.8489632606506348,-4.924957752227783
1672829348011697400,0.107697509765625,-1.952505111694336,2.797708749771118,-5.200719833374023
1672829348021745400,0.117745361328125,-2.1362483501434326,2.856142044067383,-5.324263095855713
1672829348031794400,0.12779443359375,-2.1908118724823,3.0790679454803467,-5.308469295501709
1672829348041842400,0.137842529296875,-2.1372439861297607,2.9425673484802246,-5.133212089538574
1672829348051890700,0.147890625,-2.0763816833496094,2.6095259189605713,-4.806988716125488
1672829348061939500,0.157939453125,-2.0873987674713135,2.1693031787872314,-4.344295501708984
1672829348071987700,0.16798779296875,-2.1432507038116455,1.674715280532837,-3.78604793548584
1672829348082035500,0.178035400390625,-2.0979137420654297,1.354611873626709,-3.167485475540161
1672829348092083500,0.18808349609375,-1.834145426750183,1.2514630556106567,-2.503861427307129
1672829348102132500,0.198132568359375,-1.4375791549682617,1.1813322305679321,-1.7971357107162476
1672829348112180500,0.208180419921875,-1.0856554508209229,1.355664849281311,-1.0828399658203125
1672829348122228700,0.218228759765625,-0.850732147693634,1.5742685794830322,-0.3921928107738495
1672829348132276500,0.2282763671875,-0.7211171984672546,1.6499507427215576,0.2380586415529251
1672829348142325500,0.238325439453125,-0.6204691529273987,1.624293327331543,0.7719246745109558
1672829348152373500,0.24837353515625,-0.5592886209487915,1.3652445077896118,1.2065550088882446
1672829348162421500,0.25842138671875,-0.4974939227104187,1.206530213356018,1.555318832397461
1672829348172470500,0.268470458984375,-0.4395155906677246,0.9263968467712402,1.7987719774246216
1672829348182518500,0.2785185546875,-0.3892923593521118,0.7903497815132141,1.9091801643371582
1672829348192566500,0.28856640625,-0.33197420835494995,0.8433341383934021,1.9039050340652466
1672829348202615600,0.298615478515625,-0.31535154581069946,0.895044207572937,1.868606448173523
1672829348212663300,0.308663330078125,-0.3565032482147217,0.9882647395133972,1.8573873043060303
1672829348222711600,0.318711669921875,-0.4278131127357483,0.9573283791542053,1.847455620765686
1672829348232759600,0.328759521484375,-0.5694639682769775,0.6280202269554138,1.7994716167449951
1672829348242808600,0.33880859375,-0.7629317045211792,0.2084522694349289,1.6765514612197876
