time,seconds_elapsed,z,y,x
1672829346054615600,0.152615478515625,9.806063652038574,-0.10069260001182556,0.03692546486854553
1672829346064433700,0.16243359375,9.806065559387207,-0.10048414021730423,0.03678901493549347
1672829346074265300,0.172265380859375,9.806069374084473,-0.09988051652908325,0.0376472994685173
1672829346084114700,0.18211474609375,9.806082725524902,-0.09826042503118515,0.038365479558706284
1672829346093985000,0.191985107421875,9.8060941696167,-0.09670555591583252,0.03934883326292038
1672829346103878700,0.201878662109375,9.806103706359863,-0.09555603563785553,0.04000192508101463
1672829346113796400,0.21179638671875,9.806107521057129,-0.09501203149557114,0.0402081124484539
1672829346123738400,0.22173828125,9.80610466003418,-0.09542882442474365,0.03990248590707779
1672829346133704200,0.2317041015625,9.806103706359863,-0.09550687670707703,0.0400133915245533
1672829346143692000,0.241692138671875,9.806106567382812,-0.09503123909235,0.04038156941533089
1672829346153698800,0.25169873046875,9.806111335754395,-0.09444402158260345,0.04071445018053055
1672829346163722000,0.261721923828125,9.806117057800293,-0.09367531538009644,0.04101930931210518
1672829346173757400,0.27175732421875,9.80611801147461,-0.09320644289255142,0.04185531288385391
1672829346183801000,0.281801025390625,9.806121826171875,-0.09277825802564621,0.041768308728933334
1672829346193849000,0.29184912109375,9.806122779846191,-0.09259207546710968,0.04199538379907608
1672829346203893000,0.30189306640625,9.806122779846191,-0.09261799603700638,0.042204465717077255
1672829346213838800,0.3118388671875,9.806118965148926,-0.09293200075626373,0.042107220739126205
1672829346223784700,0.32178466796875,9.806118965148926,-0.09285514801740646,0.04228506609797478
1672829346233730600,0.33173046875,9.806120872497559,-0.09251240640878677,0.04248997941613197
1672829346243676400,0.341676513671875,9.80612564086914,-0.0920214131474495,0.04258984327316284
1672829346253622300,0.351622314453125,9.806126594543457,-0.0917210504412651,0.042817648500204086
1672829346263568100,0.361568115234375,9.80612850189209,-0.09170439094305038,0.04276994988322258
1672829346273514200,0.37151416015625,9.806127548217773,-0.09184530377388,0.04272075742483139
1672829346283460000,0.381460205078125,9.806126594543457,-0.09198018908500671,0.042622700333595276
1672829346293406000,0.391406005859375,9.80612564086914,-0.09196161478757858,0.04277228191494942
1672829346303351800,0.401351806640625,9.80612564086914,-0.0919441282749176,0.0428144708275795
1672829346313297700,0.411297607421875,9.806122779846191,-0.09193272143602371,0.04346835985779762
1672829346323243500,0.421243408203125,9.80612564086914,-0.09158605337142944,0.04358924180269241
1672829346333189400,0.431189453125,9.806126594543457,-0.09142672270536423,0.04370482265949249
1672829346343135200,0.44113525390625,9.806126594543457,-0.09145748615264893,0.04358849674463272
1672829346353081000,0.4510810546875,9.806126594543457,-0.09148550778627396,0.04359998553991318
1672829346363027200,0.461027099609375,9.80612850189209,-0.09127067774534225,0.04373156651854515
1672829346372973000,0.47097314453125,9.80612850189209,-0.09118292480707169,0.043939873576164246
1672829346382919000,0.4809189453125,9.80612850189209,-0.0909842923283577,0.04405347257852554
1672829346392864800,0.49086474609375,9.80612850189209,-0.09099534153938293,0.04436429589986801
1672829346402810600,0.500810546875,9.806130409240723,-0.09059040248394012,0.044454075396060944
1672829346412756500,0.510756591796875,9.806132316589355,-0.09052117168903351,0.04443589225411415
1672829346422702300,0.520702392578125,9.806130409240723,-0.09066059440374374,0.044316455721855164
1672829346432648200,0.530648193359375,9.806130409240723,-0.09079420566558838,0.0442008338868618
1672829346442594000,0.540593994140625,9.80612850189209,-0.09082143753767014,0.04439365491271019
1672829346452540200,0.5505400390625,9.806129455566406,-0.09074896574020386,0.04447999596595764
1672829346462486000,0.560486083984375,9.80612850189209,-0.09067893773317337,0.04466129466891289
1672829346472431900,0.570431884765625,9.806130409240723,-0.09051655232906342,0.04483542591333389
1672829346482377700,0.580377685546875,9.806130409240723,-0.0906553715467453,0.04452428221702576
1672829346492323600,0.590323486328125,9.80612850189209,-0.09085468202829361,0.0444263257086277
1672829346502269400,0.60026953125,9.806126594543457,-0.09106412529945374,0.044408634305000305
1672829346512215300,0.61021533203125,9.806127548217773,-0.09099186956882477,0.04449332132935524
1672829346522161200,0.6201611328125,9.80612850189209,-0.09074658155441284,0.04467625916004181
1672829346532107300,0.630107177734375,9.806129455566406,-0.0905977264046669,0.044755980372428894
1672829346542053000,0.64005322265625,9.80612850189209,-0.09055076539516449,0.045036036521196365
1672829346551999000,0.6499990234375,9.806129455566406,-0.09042860567569733,0.045109786093235016
1672829346561944800,0.65994482421875,9.80612850189209,-0.09052599966526031,0.045101359486579895
1672829346571890700,0.669890625,9.806127548217773,-0.09064421057701111,0.0451728031039238
1672829346581836500,0.67983642578125,9.80612564086914,-0.09074065834283829,0.04534536227583885
1672829346591782400,0.689782470703125,9.806126594543457,-0.09065021574497223,0.04531019181013107
1672829346601728300,0.699728271484375,9.80612850189209,-0.09042459726333618,0.045379094779491425
1672829346611674000,0.709674072265625,9.80612850189209,-0.0903870239853859,0.0454232320189476
1672829346621620200,0.7196201171875,9.806131362915039,-0.09014429897069931,0.04528404027223587
1672829346631566000,0.729566162109375,9.806132316589355,-0.09008700400590897,0.04517056420445442
1672829346641512000,0.739511962890625,9.806133270263672,-0.09000939875841141,0.045058414340019226
1672829346651457800,0.749457763671875,9.806134223937988,-0.08993189036846161,0.04505087807774544
1672829346661403600,0.759403564453125,9.806134223937988,-0.09003898501396179,0.044942039996385574
1672829346671349500,0.769349609375,9.806132316589355,-0.09006313234567642,0.045118290930986404
1672829346681295400,0.77929541015625,9.806134223937988,-0.08992799371480942,0.04498419165611267
